182,1225
164,1221
156,1219
214,1218
263,1208
203,1110
173,1071
496,1068
207,968
92,959
104,949
237,944
590,944
216,942
218,942
213,916
240,821
241,805
290,792
416,728
63,717
36,705
34,612
270,606
851,570
129,556
168,538
29,526
363,506
38,498
249,496
189,491
91,482
374,478
157,469
317,467
445,458
523,436
280,431
269,430
33,428
332,405
70,404
113,402
447,402
231,399
102,392
247,390
428,389
76,388
115,386
89,371
184,369
196,367
174,360
86,356
148,353
371,349
253,346
219,344
526,343
58,343
85,338
97,338
14,335
351,335
352,327
244,321
201,316
94,315
59,314
707,299
87,297
444,295
15,292
347,290
411,289
282,288
412,283
57,282
334,278
43,278
442,275
242,272
324,272
497,270
369,267
451,264
53,264
264,260
9,260
341,252
446,252
343,249
44,249
421,246
45,244
67,244
673,244
202,243
304,242
103,240
126,240
612,240
514,238
46,237
25,236
204,235
399,235
68,235
414,234
5,231
283,228
259,227
138,226
8,223
885,220
510,217
179,216
398,215
402,214
117,213
200,213
271,213
276,213
502,212
512,212
111,211
468,211
372,208
205,206
7,204
56,203
258,202
477,202
605,202
227,200
188,199
109,196
492,193
417,192
693,190
277,189
98,187
55,185
583,184
180,182
432,182
433,182
99,182
257,181
289,179
528,178
116,177
285,177
246,176
226,175
261,174
387,173
127,171
210,170
286,170
409,167
430,167
503,167
366,166
555,166
389,164
406,164
250,163
272,163
133,162
339,162
401,162
490,162
291,161
776,161
473,159
886,158
500,157
69,157
197,153
267,153
310,153
360,153
403,153
675,153
163,152
710,152
370,146
206,145
331,145
220,144
313,143
355,143
479,143
506,143
39,142
335,141
397,141
175,140
223,139
393,138
118,137
404,137
340,136
356,135
19,134
424,132
525,132
474,130
60,130
315,127
611,127
441,126
472,126
278,125
279,125
153,124
484,124
388,123
314,122
345,121
350,121
37,121
10,119
120,119
211,118
373,118
495,118
93,118
228,117
235,117
28,117
130,116
431,116
311,115
422,115
423,115
488,115
419,114
362,113
450,110
521,110
185,108
248,108
232,106
337,106
577,106
61,106
101,105
435,104
486,103
21,102
466,102
83,101
192,100
400,100
580,100
72,100
106,98
434,98
437,98
814,98
408,97
1,96
154,95
50,95
364,94
527,94
394,92
542,92
330,91
482,91
522,90
239,89
71,89
84,89
230,88
52,88
73,87
20,86
604,86
64,86
806,86
365,85
390,85
215,84
478,84
883,84
225,83
281,83
574,83
191,82
162,81
349,81
808,81
48,79
797,79
385,77
678,77
74,77
796,77
141,76
171,76
598,76
252,75
268,75
384,75
95,75
530,74
114,73
328,73
799,72
706,71
105,70
143,70
209,70
405,70
491,70
54,70
581,70
667,70
75,70
803,70
81,70
800,69
815,69
24,68
6,68
413,67
23,66
427,64
453,64
684,64
784,64
90,64
251,63
161,62
88,62
884,62
66,61
804,61
149,60
31,60
321,60
383,60
18,59
229,58
359,58
501,58
193,57
469,57
595,57
599,57
798,57
100,56
145,55
194,55
243,55
262,55
312,54
322,54
319,53
585,53
811,53
300,52
346,52
380,52
392,52
529,52
566,52
608,52
861,52
13,51
254,50
326,50
42,50
78,50
809,50
16,49
17,49
396,49
425,49
562,49
122,48
260,48
316,48
318,48
487,47
589,47
212,46
256,46
333,46
511,46
181,45
186,45
255,44
458,44
498,44
505,44
224,43
273,43
3,43
35,43
438,43
475,43
524,43
297,42
381,42
669,41
150,40
336,40
77,40
187,39
275,39
382,39
40,38
82,38
108,37
342,37
407,37
518,36
287,35
348,35
415,35
504,35
51,35
519,35
812,35
420,34
47,34
499,34
520,34
609,34
676,34
361,33
426,33
440,33
457,33
791,33
807,33
151,32
386,32
79,32
110,31
123,31
481,31
494,31
584,31
112,30
358,30
378,30
515,30
62,30
813,30
119,29
410,29
507,29
683,29
172,28
195,28
377,28
535,28
805,28
306,27
22,26
305,26
329,26
368,26
236,25
470,25
489,25
516,25
517,25
541,25
139,24
199,24
222,24
32,24
556,24
573,24
65,24
298,23
471,23
572,23
802,23
107,22
170,22
288,22
293,22
320,22
436,22
452,22
483,22
485,22
534,22
565,22
670,22
694,22
234,21
245,21
375,21
568,21
663,21
30,20
367,20
429,20
80,20
11,19
12,19
299,19
563,19
132,18
136,18
238,18
538,18
679,18
137,17
178,17
357,17
476,17
564,17
575,17
715,17
810,17
303,16
493,16
533,16
597,16
681,16
146,15
308,15
49,15
513,15
586,15
96,15
124,14
217,14
265,14
307,14
327,14
379,14
395,14
158,13
233,13
26,13
274,13
338,13
418,13
834,13
266,12
376,12
509,12
668,12
682,12
2,11
292,11
602,11
660,11
147,10
183,10
284,10
301,10
325,10
41,10
536,10
569,10
309,9
344,9
4,9
570,9
135,8
152,8
323,8
508,8
567,8
578,8
159,7
169,7
198,7
532,7
596,7
671,7
121,6
131,6
531,6
537,6
895,6
128,5
27,5
302,5
443,5
579,5
614,5
615,5
616,5
687,5
746,5
785,5
878,5
879,5
894,5
125,4
155,4
190,4
354,4
480,4
561,4
594,4
680,4
686,4
711,4
717,4
722,4
747,4
854,4
873,4
877,4
134,3
140,3
160,3
176,3
208,3
294,3
391,3
439,3
539,3
540,3
544,3
576,3
582,3
674,3
716,3
832,3
838,3
839,3
853,3
860,3
887,3
142,2
144,2
167,2
221,2
295,2
296,2
459,2
460,2
465,2
467,2
547,2
548,2
552,2
558,2
559,2
560,2
571,2
588,2
591,2
600,2
618,2
619,2
620,2
659,2
664,2
665,2
672,2
691,2
692,2
705,2
708,2
709,2
744,2
754,2
755,2
783,2
786,2
789,2
793,2
795,2
816,2
828,2
831,2
833,2
841,2
842,2
846,2
847,2
848,2
857,2
859,2
863,2
864,2
880,2
881,2
882,2
888,2
889,2
166,1
177,1
353,1
448,1
449,1
454,1
455,1
456,1
461,1
462,1
463,1
464,1
543,1
545,1
546,1
549,1
550,1
551,1
553,1
554,1
557,1
587,1
592,1
593,1
601,1
613,1
617,1
621,1
661,1
662,1
666,1
677,1
685,1
688,1
689,1
690,1
704,1
712,1
713,1
714,1
718,1
720,1
721,1
729,1
730,1
731,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
742,1
745,1
748,1
749,1
750,1
751,1
752,1
753,1
756,1
775,1
777,1
778,1
779,1
780,1
787,1
788,1
790,1
792,1
794,1
801,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
830,1
835,1
836,1
837,1
840,1
843,1
844,1
845,1
849,1
852,1
855,1
856,1
858,1
862,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
874,1
890,1
891,1
892,1
893,1
165,0
603,0
606,0
607,0
610,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
719,0
723,0
724,0
725,0
726,0
727,0
728,0
732,0
741,0
743,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
781,0
782,0
829,0
850,0
896,0
897,0
898,0
899,0
900,0
